country,country_code,year, tourism_receipts ,tourism_arrivals,tourism_exports,tourism_departures,tourism_expenditures, gdp ,inflation,unemployment
"Korea, Rep.",KOR,2003," $7,002,000,000 ",4753000,3.035475001,7086000,5.184661687," $702,714,855,193.90 ",3.514874515,3.348
Kuwait,KWT,2003," $328,000,000 ",2602000,1.315246154,1774000,22.73369958," $47,874,582,231.59 ",0.961350294,1.3
Latin America & Caribbean (excluding high income),LAC,2003," $28,533,704,752 ",122614563.3,7.27082016,143844760.8,5.258356349," $1,793,950,754,023.56 ",5.603476754,8.880750661
Lao PDR,LAO,2003," $77,000,000 ",636000,16.6352132,,1.019383926," $2,023,324,407.28 ",15.48935292,
Lebanon,LBN,2003," $6,782,000,000 ",1016000,60.20984767,,24.9676639," $20,082,918,739.64 ",,
Liberia,LBR,2003,,,,,," $748,000,000.00 ",10.33028812,
Libya,LBY,2003," $243,000,000 ",958000,1.824324324,,7.832215528," $26,265,625,000.00 ",-2.19115192,
St. Lucia,LCA,2003," $282,000,000 ",683000,70.18317073,,," $987,407,407.41 ",1.034253724,22.18
Latin America & Caribbean,LCN,2003," $40,457,788,122 ",148080474.9,7.555254927,148266969.7,5.448565065," $2,091,860,862,682.09 ",3.733735662,9.393051489
Least developed countries: UN classification,LDC,2003," $4,297,498,414 ",9707907.432,8.076024103,,4.614854423," $267,725,208,023.04 ",6.559297829,
Low income,LIC,2003," $2,411,935,209 ",5908363.545,12.06582589,,7.080405607," $143,795,108,872.31 ",6.489432087,
Liechtenstein,LIE,2003,,49000,,,," $3,070,803,051.42 ",,2.11
Sri Lanka,LKA,2003," $709,000,000 ",583000,10.8345342,561000,6.012610866," $18,881,765,437.22 ",6.314637871,8.22
Lower middle income,LMC,2003," $34,606,779,435 ",69066616.13,10.71854141,,6.473649708," $1,434,282,051,769.71 ",4.45540429,
Low & middle income,LMY,2003,,394042563.3,7.354725907,354603785,5.217456036," $6,488,019,627,638.12 ",5.140448251,
Lesotho,LSO,2003,,329000,,,17.89924174," $1,157,825,434.79 ",6.629163571,
Late-demographic dividend,LTE,2003,,267562909.2,6.863763763,136994938.5,5.894761051," $4,262,675,973,508.50 ",3.234648173,5.724528441
Lithuania,LTU,2003," $700,000,000 ",3635000,8.64596715,,5.181770478," $18,809,197,969.54 ",-1.13430855,12.875
Luxembourg,LUX,2003," $3,051,000,000 ",867000,7.903906258,1021000,7.920846507," $29,667,268,248.13 ",2.049840306,3.675
Latvia,LVA,2003," $271,000,000 ",2524000,6.94143884,2286000,7.007818915," $11,244,337,719.84 ",2.942647529,12.061
"Macao SAR, China",MAC,2003," $5,225,000,000 ",11888000,68.23151304,,9.859741503," $8,246,479,565.94 ",-1.562452037,5.995
St. Martin (French part),MAF,2003,,,,,,,,
Morocco,MAR,2003," $3,802,000,000 ",5021000,30.825748,1612000,6.008991544," $58,029,363,354.28 ",1.167733675,11.92
Monaco,MCO,2003,,235000,,,," $3,597,089,750.78 ",,
Moldova,MDA,2003," $79,000,000 ",21000,8.432423201,,7.355874726," $1,980,907,434.77 ",11.74607921,6.378
Madagascar,MDG,2003," $119,000,000 ",,14.6642939,,4.903272007," $6,372,498,889.67 ",-1.704004796,5.01
Maldives,MDV,2003,,564000,,44000,11.22420909," $1,052,121,054.69 ",-1.260651135,
Middle East & North Africa,MEA,2003," $33,689,198,280 ",,10.47645542,,9.627348748," $1,091,930,842,811.80 ",1.981967346,
Mexico,MEX,2003," $10,058,000,000 ",92330000,5.562208171,123015000,3.785007198," $765,549,967,703.27 ",4.546900121,3.455
Marshall Islands,MHL,2003," $4,000,000 ",7199.999809,,,," $131,128,500.00 ",,
Middle income,MIC,2003,,384233687.5,7.305816064,330252807.4,5.193783303," $6,346,128,555,768.17 ",4.721553366,
North Macedonia,MKD,2003," $86,000,000 ",158000,6.617731205,,3.295036158," $4,946,296,599.08 ",0.855562123,36.69
Mali,MLI,2003," $136,000,000 ",110000,11.77810151,,6.377755581," $4,714,071,979.69 ",-1.34672619,
Malta,MLT,2003," $869,000,000 ",1512000,21.48988684,,5.767804528," $5,418,313,424.45 ",1.303837774,7.488
Myanmar,MMR,2003," $70,000,000 ",597000,2.682614589,,1.810383881," $10,467,109,977.67 ",36.58971753,
Middle East & North Africa (excluding high income),MNA,2003," $22,110,120,832 ",30679598.57,24.44580316,,9.843516724," $507,826,676,342.01 ",4.335993088,
Montenegro,MNE,2003,,142000,,,," $1,707,710,053.15 ",,
Mongolia,MNG,2003," $154,000,000 ",205000,18.43824836,,13.2845206," $1,595,297,355.78 ",5.128994994,6.768
Northern Mariana Islands,MNP,2003,,459000,,,," $1,239,000,000.00 ",,4.57
Mozambique,MOZ,2003," $106,000,000 ",726000,,,," $6,583,526,860.58 ",,
Mauritania,MRT,2003,,,,,," $2,051,147,606.74 ",5.151901508,
Mauritius,MUS,2003," $960,000,000 ",721000,30.20619078,161000,7.594870663," $5,894,873,919.75 ",3.921053576,5.904
Malawi,MWI,2003," $66,000,000 ",424000,10.65451637,,7.67407182," $4,669,789,300.36 ",9.576797869,
Malaysia,MYS,2003," $6,799,000,000 ",10577000,5.734173108,32201000,3.512947467," $110,202,368,421.05 ",1.089676326,3.61
North America,NAC,2003," $122,911,055,454 ",101468000,7.886843557,99923424.98,5.387026686," $12,356,177,171,634.80 ",2.514329093,6.154844958
Namibia,NAM,2003," $383,000,000 ",739000,22.84536696,,," $4,926,439,383.51 ",7.136153115,
New Caledonia,NCL,2003,,102000,,78000,," $4,915,353,827.11 ",,
Niger,NER,2003," $27,500,000 ",55000,6.609517407,,5.714054619," $3,394,084,732.50 ",-1.614407692,
Nigeria,NGA,2003," $58,000,000 ",2253000,0.211303064,,9.493979392," $104,738,954,264.23 ",14.03178361,
Nicaragua,NIC,2003,,646000,,562000,6.609919635," $5,322,228,350.58 ",5.302387732,7.6
Netherlands,NLD,2003," $14,603,000,000 ",9181000,4.531138263,16425000,5.547076314," $582,435,617,081.96 ",2.09199839,3.593
Norway,NOR,2003," $2,989,000,000 ",3269000,3.309017054,2588000,11.60751369," $229,385,469,337.02 ",2.487825535,4.221
Nepal,NPL,2003," $232,000,000 ",338000,21.57523594,258000,6.159026246," $6,330,473,096.54 ",5.707009319,
Nauru,NRU,2003,,,,,," $24,778,159.58 ",,
New Zealand,NZL,2003," $4,232,000,000 ",2104000,17.00979571,1374000,7.096940353," $88,250,885,550.26 ",1.753574448,4.745
OECD members,OED,2003," $416,430,877,155 ",829225858.8,6.461232602,657584572.5,6.732661531," $32,010,234,222,890.30 ",2.184283582,7.27538776
Oman,OMN,2003," $546,000,000 ",1210000,4.429985229,,9.285096414," $24,733,680,104.03 ",0.231328682,
Other small states,OSS,2003,,23525106.49,18.93866437,,9.032395014," $75,806,502,290.69 ",2.313985957,
Pakistan,PAK,2003," $620,000,000 ",501000,4.196277496,,7.646285339," $112,371,913,740.82 ",2.914134701,7.49
Panama,PAN,2003," $804,000,000 ",897000,10.5622701,227000,3.52284572," $13,603,456,000.00 ",0.391666667,13.62
Peru,PER,2003," $1,023,000,000 ",,9.633885093,1433000,7.96589178," $58,731,030,121.87 ",2.259377534,4.151
Philippines,PHL,2003," $1,821,000,000 ",1907000,6.234593262,1803000,4.454108368," $87,039,092,974.23 ",2.289156627,3.527
Palau,PLW,2003,,63000,,,," $154,559,900.00 ",0.922874094,
Papua New Guinea,PNG,2003," $4,900,000 ",,0.200931162,,2.528333549," $3,536,411,824.30 ",14.70907797,
Poland,POL,2003," $4,733,000,000 ",52130000,6.557127222,38730000,4.231101039," $218,561,225,998.47 ",0.682701376,19.899
Pre-demographic dividend,PRE,2003," $3,706,870,422 ",9756308.311,4.709379177,,6.837435127," $337,088,046,079.49 ",5.227733861,
Puerto Rico,PRI,2003," $2,677,000,000 ",4402000,,1272000,," $74,827,400,000.00 ",,11.78
"Korea, Dem. People's Rep.",PRK,2003,,,,,,,,
Portugal,PRT,2003," $7,687,000,000 ",11707000,16.92476336,,5.330340339," $165,226,175,536.79 ",3.218990907,6.132
Paraguay,PRY,2003," $81,000,000 ",2859000,2.22018519,153000,4.343070056," $7,691,367,471.18 ",14.23679705,6.814
West Bank and Gaza,PSE,2003," $66,000,000 ",37000,12.8131552,,12.39875217," $3,968,000,000.00 ",4.403032217,23.004
Pacific island small states,PSS,2003," $722,400,521 ",,38.20007985,,6.665750759," $4,239,895,642.89 ",3.016241299,
Post-demographic dividend,PST,2003," $407,599,803,045 ",739424033.8,6.416478312,567029753.8,6.730330444," $30,595,446,445,073.80 ",2.021685429,6.718606439
French Polynesia,PYF,2003," $651,000,000 ",,59.29865618,,15.77835933," $4,927,780,606.77 ",,
Qatar,QAT,2003,,,,,," $23,533,791,208.79 ",2.264565044,
Romania,ROU,2003," $523,000,000 ",5595000,2.625106661,6497000,2.345223452," $57,806,384,143.17 ",15.27348899,6.95
Russian Federation,RUS,2003," $5,879,000,000 ",22521000,3.986155922,20572000,13.32025811," $430,347,420,184.89 ",13.66329302,8.21
Rwanda,RWA,2003,,,,,," $2,138,237,278.74 ",7.44970014,
South Asia,SAS,2003,,5212015.088,5.368428309,8739410.803,5.083871822," $811,668,772,003.70 ",3.805858995,
Saudi Arabia,SAU,2003," $3,418,000,000 ",,3.454028744,,7.610760781," $215,807,733,333.33 ",0.612194395,5.563
Sudan,SDN,2003," $17,000,000 ",52000,0.65925969,,3.534943961," $21,355,298,459.60 ",6.489432087,
Senegal,SEN,2003," $269,000,000 ",502000,14.74331596,,4.854609675," $8,768,721,563.18 ",-0.051997024,
Singapore,SGP,2003," $3,842,000,000 ",6127000,1.942188286,4221000,4.915489585," $97,646,401,095.64 ",0.5079053,5.93
Solomon Islands,SLB,2003," $1,600,000 ",6599.999905,1.741298511,,4.106369131," $417,668,983.41 ",8.269463493,
Sierra Leone,SLE,2003," $60,000,000 ",,33.92634491,13000,9.345189851," $2,142,618,349.81 ",,3.879
El Salvador,SLV,2003," $664,000,000 ",798000,24.39569281,940000,6.07990691," $13,243,892,200.00 ",2.120390917,6.9
San Marino,SMR,2003,,2882000,,,," $1,462,590,266.59 ",,
Somalia,SOM,2003,,,,,," $2,836,724,351.56 ",,
Serbia,SRB,2003," $159,000,000 ",339000,,,," $23,593,044,417.51 ",9.876178897,15.2
Sub-Saharan Africa (excluding high income),SSA,2003," $13,599,193,302 ",22796021.36,9.878066583,,7.518655724," $561,841,797,160.45 ",6.084424899,
South Sudan,SSD,2003,,,,,,,,
Sub-Saharan Africa,SSF,2003," $13,873,282,500 ",22926433.43,10.03517056,,7.526548397," $562,596,341,824.35 ",5.679417711,
Small states,SST,2003,,38156636.51,24.10775027,,9.193277835," $99,300,795,435.55 ",2.195182371,
Sao Tome and Principe,STP,2003," $7,400,000 ",10000,46.87489351,,3.81694334," $102,085,769.12 ",9.792419749,16.36
Suriname,SUR,2003," $18,000,000 ",100000,,,," $1,274,190,311.42 ",23.00223218,
Slovak Republic,SVK,2003," $876,000,000 ",,4.661050384,,3.447585139," $46,616,149,116.74 ",8.554143054,17.55
Slovenia,SVN,2003," $1,427,000,000 ",1373000,9.123224264,,5.141962888," $29,360,575,031.82 ",5.544164218,6.479
Sweden,SWE,2003," $6,548,000,000 ",4268000,4.981803627,,8.301839592," $334,074,051,172.97 ",1.925655349,5.555
Eswatini,SWZ,2003," $70,040,001 ",1543000,3.804486765,,1.237473066," $2,197,598,466.25 ",7.29,
Sint Maarten (Dutch part),SXM,2003,,1600000,,,,,,
Seychelles,SYC,2003," $258,000,000 ",127000,41.82736682,50000,9.063634808," $750,847,230.10 ",3.302553864,
Syrian Arab Republic,SYR,2003," $877,000,000 ",4837000,12.44854507,3997000,11.86166774," $21,828,144,686.04 ",5.796829449,10.28
Turks and Caicos Islands,TCA,2003,,,,,," $409,753,600.00 ",,7.77
Chad,TCD,2003,,21000,,,," $2,742,815,071.57 ",-1.752569412,
East Asia & Pacific (IDA & IBRD countries),TEA,2003,,124198110.6,5.685688412,36379886.77,4.328570478," $2,311,526,769,335.92 ",3.234648173,4.313390821
Europe & Central Asia (IDA & IBRD countries),TEC,2003,,170010345.4,7.142657607,111527590.9,7.555852785," $1,260,030,816,823.27 ",4.721553366,9.524464655
Togo,TGO,2003," $26,000,000 ",61000,3.746060117,,3.850511858," $2,987,984,050.99 ",-0.930000884,
Thailand,THA,2003," $10,456,000,000 ",10082000,11.13742677,2152000,4.158559571," $152,280,615,245.89 ",1.804349946,1.54
Tajikistan,TJK,2003," $6,200,000 ",,0.623288012,,," $1,555,318,261.42 ",16.3034912,3.85
Turkmenistan,TKM,2003,,,,34000,," $5,977,440,582.80 ",,
Latin America & the Caribbean (IDA & IBRD countries),TLA,2003," $29,524,858,029 ",127305056.4,7.028912674,146648261.2,5.359419753," $1,960,487,705,779.40 ",4.546900121,9.527067465
Timor-Leste,TLS,2003,,,,,," $490,439,100.00 ",7.165158914,
Middle East & North Africa (IDA & IBRD countries),TMN,2003," $22,038,954,488 ",30668307.01,24.52070477,,9.764243515," $503,858,676,342.01 ",4.268953958,
Tonga,TON,2003,,51000,,,11.98473875," $202,246,611.77 ",11.63862196,5.18
South Asia (IDA & IBRD),TSA,2003,,5049972.186,5.368428309,8610112.89,5.083871822," $811,668,772,003.70 ",3.805858995,
Sub-Saharan Africa (IDA & IBRD countries),TSS,2003," $13,873,282,500 ",22926433.43,10.03517056,,7.526548397," $562,596,341,824.35 ",5.679417711,
Trinidad and Tobago,TTO,2003," $437,000,000 ",474000,7.430835416,,3.345890171," $11,305,459,802.07 ",3.811106244,10.48
Tunisia,TUN,2003," $1,935,000,000 ",5114000,17.76645674,2274000,2.999362022," $27,453,902,261.46 ",2.712592475,14.51
Turkiye,TUR,2003,,14030000,,5928000,," $314,595,572,145.77 ",21.60243845,10.542
Tuvalu,TUV,2003,,1399.999976,,2599.999905,21.06830191," $19,456,338.03 ",,
Tanzania,TZA,2003," $654,000,000 ",576000,30.15757893,,14.102203," $15,211,487,708.77 ",5.303566215,
Uganda,UGA,2003," $185,000,000 ",305000,22.18207631,189000,," $6,606,884,275.23 ",8.680476516,3.6
Ukraine,UKR,2003," $1,204,000,000 ",15161000,4.405737705,,3.6611602," $52,010,355,753.05 ",5.179677819,9.057
Upper middle income,UMC,2003,,308581283,6.470486553,228983477.6,4.846784788," $4,911,775,371,854.07 ",5.128994994,6.057997661
Uruguay,URY,2003," $419,000,000 ",1508000,13.72630335,495000,8.631853598," $12,045,638,351.85 ",19.37973017,16.661
United States,USA,2003," $94,814,000,000 ",62082000,9.221537085,75880000,5.359901498," $11,456,450,000,000.00 ",2.270094973,5.989
Uzbekistan,UZB,2003," $48,000,000 ",231000,,400000,," $10,134,453,435.46 ",,0.3
St. Vincent and the Grenadines,VCT,2003,,242000,,,," $509,090,888.89 ",0.205981709,
"Venezuela, RB",VEN,2003," $378,000,000 ",435000,1.344812865,832000,9.367631297," $83,620,628,582.11 ",,16.78
British Virgin Islands,VGB,2003," $342,000,000 ",278000,,,,,,
Virgin Islands (U.S.),VIR,2003," $1,257,000,000 ",2395000,,,," $3,443,000,000.00 ",,
Viet Nam,VNM,2003," $1,400,000,000 ",2429000,5.977541523,,," $39,552,513,231.92 ",3.234648173,2.25
Vanuatu,VUT,2003," $83,000,000 ",102000,60.36400311,12000,9.183258998," $314,471,413.00 ",3.016241299,
World,WLD,2003," $646,313,998,613 ",1300066793,6.459075718,1130457014,6.529332249," $39,181,755,907,935.40 ",3.025045263,6.438407912
Samoa,WSM,2003,,,,51000,," $333,426,188.42 ",0.115830116,
Kosovo,XKX,2003,,,,,,,-1.084812623,49.7
"Yemen, Rep.",YEM,2003,,,,,," $11,777,532,662.05 ",10.8323607,
South Africa,ZAF,2003," $6,674,000,000 ",6640000,14.09239017,,8.43870624," $197,018,965,308.70 ",5.679417711,27.116
Zambia,ZMB,2003,,413000,,,6.403367615," $4,901,869,764.06 ",21.40157839,
Zimbabwe,ZWE,2003," $61,000,000 ",2256000,,386000,," $5,727,591,800.00 ",,
Aruba,ABW,2004," $1,057,000,000 ",1304000,22.54741197,,5.856827534," $2,254,830,726.26 ",2.529129469,
Africa Eastern and Southern,AFE,2004," $14,437,267,235 ",18745951.16,12.77602907,,6.436580009," $442,696,185,950.82 ",5.023420686,
Afghanistan,AFG,2004,,,,,," $5,224,896,718.68 ",,
Africa Western and Central,AFW,2004," $2,158,285,284 ",5839376.585,2.983922234,,," $256,907,774,242.77 ",0.694336306,
Angola,AGO,2004," $82,000,000 ",194000,0.594298944,,0.808687735," $23,552,057,679.50 ",43.54210675,23.643
Albania,ALB,2004," $756,000,000 ",645000,60.48882102,1694000,23.12680884," $7,184,685,781.52 ",2.280019169,14.4
Andorra,AND,2004,,11668000,,,," $2,900,245,324.49 ",,
Arab World,ARB,2004," $34,671,162,031 ",80985285.3,,,9.632042891," $987,316,008,401.59 ",3.63228005,
United Arab Emirates,ARE,2004," $1,593,000,000 ",,,,," $147,824,370,319.95 ",,
Argentina,ARG,2004," $2,660,000,000 ",3457000,6.690603601,4436000,11.5297639," $164,657,930,452.79 ",,13.522
Armenia,ARM,2004," $189,000,000 ",263000,16.91469342,221000,11.29040846," $3,576,615,240.42 ",6.961261359,
American Samoa,ASM,2004,,,,,," $509,000,000.00 ",,
Antigua and Barbuda,ATG,2004,,769000,,,," $1,026,181,481.48 ",2.030077579,
Australia,AUS,2004," $18,032,000,000 ",5215000,15.69339716,4369000,10.96423446," $614,659,980,082.52 ",2.343255225,5.399
Austria,AUT,2004," $17,251,000,000 ",19374000,,8371000,," $299,210,411,454.82 ",2.06120618,5.969
Azerbaijan,AZE,2004," $79,000,000 ",1279000,1.915955055,1473000,2.257926855," $8,680,405,740.94 ",6.708930428,7.99
Burundi,BDI,2004," $1,800,000 ",133000,2.801189034,,12.49702998," $915,257,323.40 ",8.176429375,
Belgium,BEL,2004," $10,089,000,000 ",6710000,3.85826613,8783000,6.202216709," $369,214,712,443.21 ",2.097283112,7.363
Benin,BEN,2004," $120,900,002 ",845000,15.38957299,,5.21572097," $6,190,270,380.50 ",0.873890831,
Burkina Faso,BFA,2004," $52,000,000 ",222000,,,," $5,451,688,537.61 ",-0.400228702,
Bangladesh,BGD,2004," $76,000,000 ",271000,0.833568741,1565000,3.407258797," $65,108,544,250.04 ",7.587536385,
Bulgaria,BGR,2004," $2,796,000,000 ",6982000,20.05546654,3882000,11.49167111," $26,157,743,368.87 ",6.147130742,12.037
Bahrain,BHR,2004," $1,504,000,000 ",5667000,14.55005814,,6.462327587," $13,150,159,574.47 ",2.352941176,
"Bahamas, The",BHS,2004," $1,897,000,000 ",5004000,69.70318276,,14.94525385," $9,055,290,000.00 ",0.981914037,10.2
Bosnia and Herzegovina,BIH,2004," $507,000,000 ",190000,17.18517838,,2.28536642," $10,156,541,538.40 ",,
Belarus,BLR,2004," $362,000,000 ",1816000,2.417055599,6924000,3.035675256," $23,141,566,292.95 ",18.10824249,1.9
Belize,BLZ,2004,,1329000,,,7.677918032," $1,400,850,000.00 ",6.394430997,
Bermuda,BMU,2004,,478000,,156000,," $4,484,703,000.00 ",,
Bolivia,BOL,2004," $283,000,000 ",480000,11.04599229,346000,9.953006583," $8,773,451,751.51 ",4.437380801,4.17
Brazil,BRA,2004," $3,389,000,000 ",4794000,3.148271143,2968000,4.585851213," $669,289,424,806.31 ",6.5971851,10.072
Barbados,BRB,2004," $843,000,000 ",1273000,57.49722521,,9.299942273," $3,444,500,000.00 ",1.394422311,
Brunei Darussalam,BRN,2004," $181,000,000 ",,3.224615105,,15.82904269," $8,619,178,799.47 ",0.814223995,
Bhutan,BTN,2004," $13,000,000 ",9199.999809,,,," $735,348,490.43 ",4.105936983,2.49
Botswana,BWA,2004," $582,000,000 ",1727000,13.10826158,,7.749753474," $8,957,467,706.54 ",6.945703637,
Central African Republic,CAF,2004," $7,800,000 ",8199.999809,,7000,," $1,272,360,517.32 ",-2.066406011,
Canada,CAN,2004," $15,135,000,000 ",38845000,3.964882814,,5.719255206," $1,026,690,238,278.25 ",1.857258719,7.185
Central Europe and the Baltics,CEB,2004," $30,634,010,118 ",200553517.6,8.56557571,91533983.55,4.400765253," $763,595,926,995.99 ",3.592975942,12.83061446
Switzerland,CHE,2004," $11,217,000,000 ",,5.410101105,,5.89268335," $403,912,891,033.37 ",0.802908731,4.316
Channel Islands,CHI,2004,,,,,," $8,553,643,354.08 ",,
Chile,CHL,2004," $1,571,000,000 ",,4.03983293,1727000,4.250956613," $99,075,985,773.18 ",1.054738714,10.162
China,CHN,2004," $27,755,000,000 ",109038000,4.589312251,28853000,3.858379199," $1,955,346,768,721.39 ",3.824637431,4.2
Cote d'Ivoire,CIV,2004," $91,000,000 ",,,,," $23,510,575,681.37 ",1.457988356,
Cameroon,CMR,2004," $212,000,000 ",,5.544147875,,9.919931741," $18,826,214,135.64 ",0.23364738,
"Congo, Dem. Rep.",COD,2004,,36000,,,," $10,297,483,481.22 ",3.994384008,
"Congo, Rep.",COG,2004," $23,100,000 ",,0.63524764,,8.849303364," $4,656,974,940.13 ",2.42976608,
Colombia,COL,2004," $1,535,000,000 ",840000,7.818785369,1405000,7.670763077," $117,092,416,666.25 ",5.904020055,13.717
Comoros,COM,2004," $21,400,000 ",23299.99924,37.51008362,,7.851269169," $633,706,110.80 ",4.474992891,4.571
Cabo Verde,CPV,2004," $153,000,000 ",157000,53.57154835,,14.72430443," $924,940,011.84 ",-1.890821723,
Costa Rica,CRI,2004," $1,755,000,000 ",1771000,22.21174889,425000,6.642995051," $18,610,594,846.21 ",12.31481502,6.445
Caribbean small states,CSS,2004," $6,188,372,843 ",13943780.1,62.10399853,,," $20,288,513,843.52 ",2.314554622,
Cuba,CUB,2004," $2,114,000,000 ",2049000,,124000,," $38,203,000,000.00 ",,1.854
Curacao,CUW,2004," $224,000,000 ",452000,,,," $2,237,160,502.79 ",1.379121381,
Cayman Islands,CYM,2004," $523,000,000 ",1953000,,,,,,3.45
Cyprus,CYP,2004," $2,552,000,000 ",2478000,34.44694557,859000,11.52567083," $17,320,551,250.00 ",2.286217068,4.77
Czechia,CZE,2004," $4,931,000,000 ",23808000,7.171617661,6643000,3.930886898," $120,147,899,983.66 ",2.760107817,8.298
Germany,DEU,2004," $36,417,000,000 ",20137000,3.753321016,84859000,9.693595516," $2,852,317,768,061.78 ",1.665736967,10.727
Djibouti,DJI,2004," $6,800,000 ",26299.99924,2.712079892,,4.134763606," $666,072,101.78 ",3.122262047,
Dominica,DMA,2004," $61,000,000 ",466000,32.49114604,,," $367,200,000.00 ",2.394109821,
Denmark,DNK,2004," $5,652,000,000 ",22054000,5.075679684,4630000,7.358125847," $251,986,155,630.85 ",1.154356931,5.204
Dominican Republic,DOM,2004," $3,152,000,000 ",3907000,45.54998866,368000,6.807196787," $22,322,387,382.49 ",51.46085983,6.303
